cust_id,flag
784558,0
784559,0
784560,0
784561,0
784562,0
784563,0
784564,0
784565,0
784566,1
784567,0
784568,1
784569,0
784570,0
784571,0
784572,0
784573,0
784574,0
784575,0
784576,0
784577,0
784578,0
784579,0
784580,0
784581,0
784582,0
784583,0
784584,0
784585,0
784586,0
784587,0
784588,0
784589,0
784590,0
784591,1
784592,0
784593,0
784594,0
784595,0
784596,0
784597,0
784598,0
784599,0
784600,0
784601,0
784602,0
784603,0
784604,0
784605,0
784606,0
784607,1
784608,0
784609,0
784610,0
784611,0
784612,1
784613,1
784614,0
784615,1
784616,0
784617,1
784618,0
784619,0
784620,0
784621,0
784622,0
784623,0
784624,0
784625,0
784626,0
784627,1
784628,0
784629,0
784630,0
784631,0
784632,0
784633,0
784634,0
784635,0
784636,0
784637,0
784638,0
784639,0
784640,0
784641,0
784642,0
784643,0
784644,1
784645,1
784646,0
784647,0
784648,0
784649,0
784650,0
784651,0
784652,0
784653,0
784654,0
784655,0
784656,0
784657,0
784658,0
784659,0
784660,0
784661,0
784662,0
784663,0
784664,0
784665,0
784666,0
784667,0
784668,0
784669,0
784670,0
784671,0
784672,0
784673,0
784674,0
784675,0
784676,0
784677,0
784678,0
784679,0
784680,0
784681,0
784682,0
784683,0
784684,0
784685,0
784686,0
784687,0
784688,0
784689,0
784690,0
784691,0
784692,0
784693,0
784694,0
784695,0
784696,0
784697,0
784698,0
784699,0
784700,0
784701,0
784702,0
784703,0
784704,0
784705,0
784706,0
784707,0
784708,0
784709,0
784710,0
784711,0
784712,0
784713,0
784714,0
784715,0
784716,0
784717,0
784718,0
784719,0
784720,1
784721,0
784722,1
784723,0
784724,0
784725,0
784726,0
784727,0
784728,0
784729,0
784730,0
784731,0
784732,0
784733,0
784734,0
784735,0
784736,0
784737,0
784738,0
784739,0
784740,1
784741,0
784742,0
784743,0
784744,0
784745,0
784746,0
784747,1
784748,0
784749,0
784750,0
784751,0
784752,0
784753,0
784754,0
784755,0
784756,0
784757,0
784758,1
784759,0
784760,0
784761,0
784762,0
784763,0
784764,0
784765,0
784766,0
784767,0
784768,0
784769,1
784770,0
784771,0
784772,1
784773,0
784774,0
784775,0
784776,0
784777,0
784778,0
784779,0
784780,0
784781,0
784782,1
784783,0
784784,0
784785,0
784786,0
784787,0
784788,0
784789,0
784790,0
784791,0
784792,0
784793,0
784794,0
784795,0
784796,0
784797,1
784798,0
784799,0
784800,1
784801,0
784802,0
784803,0
784804,0
784805,0
784806,1
784807,0
784808,0
784809,1
784810,0
784811,0
784812,0
784813,1
784814,0
784815,0
784816,0
784817,0
784818,0
784819,0
784820,0
784821,0
784822,0
784823,0
784824,0
784825,0
784826,0
784827,0
784828,0
784829,0
784830,0
784831,0
784832,0
784833,0
784834,1
784835,0
784836,0
784837,1
784838,1
784839,1
784840,0
784841,1
784842,0
784843,0
784844,0
784845,0
784846,0
784847,0
784848,0
784849,0
784850,0
784851,0
784852,0
784853,0
784854,0
784855,0
784856,0
784857,1
784858,0
784859,0
784860,0
784861,0
784862,0
784863,0
784864,0
784865,0
784866,0
784867,0
784868,0
784869,1
784870,0
784871,0
784872,0
784873,0
784874,0
784875,0
784876,0
784877,0
784878,0
784879,0
784880,0
784881,0
784882,0
784883,0
784884,0
784885,0
784886,0
784887,0
784888,0
784889,0
784890,0
784891,0
784892,0
784893,0
784894,0
784895,0
784896,0
784897,0
784898,0
784899,0
784900,0
784901,0
784902,0
784903,0
784904,0
784905,0
784906,0
784907,1
784908,0
784909,0
784910,0
784911,0
784912,0
784913,0
784914,0
784915,0
784916,0
784917,0
784918,0
784919,0
784920,0
784921,0
784922,0
784923,0
784924,0
784925,0
784926,0
784927,0
784928,0
784929,0
784930,0
784931,0
784932,0
784933,0
784934,0
784935,0
784936,0
784937,0
784938,0
784939,0
784940,0
784941,0
784942,0
784943,0
784944,0
784945,0
784946,0
784947,0
784948,0
784949,0
784950,0
784951,0
784952,0
784953,0
784954,0
784955,0
784956,0
784957,0
784958,0
784959,0
784960,0
784961,0
784962,0
784963,0
784964,0
784965,0
784966,0
784967,1
784968,1
784969,0
784970,0
784971,0
784972,0
784973,0
784974,0
784975,1
784976,0
784977,0
784978,1
784979,1
784980,1
784981,1
784982,0
784983,0
784984,0
784985,0
784986,0
784987,0
784988,0
784989,0
784990,0
784991,0
784992,0
784993,0
784994,0
784995,0
784996,0
784997,0
784998,0
784999,0
785000,0
785001,0
785002,0
785003,0
785004,0
785005,0
785006,1
785007,0
785008,0
785009,0
785010,0
785011,0
785012,0
785013,0
785014,0
785015,0
785016,0
785017,0
785018,0
785019,0
785020,0
785021,0
785022,1
785023,0
785024,0
785025,0
785026,1
785027,0
785028,0
785029,0
785030,0
785031,0
785032,0
785033,0
785034,0
785035,0
785036,0
785037,1
785038,0
785039,0
785040,1
785041,0
785042,0
785043,0
785044,0
785045,0
785046,0
785047,0
785048,0
785049,0
785050,0
785051,0
785052,0
785053,0
785054,0
785055,0
785056,0
785057,0
785058,0
785059,0
785060,0
785061,0
785062,0
785063,0
785064,0
785065,0
785066,0
785067,0
785068,0
785069,0
785070,0
785071,0
785072,0
785073,0
785074,0
785075,0
785076,0
785077,0
785078,0
785079,0
785080,0
785081,0
785082,0
785083,0
785084,0
785085,0
785086,0
785087,0
785088,0
785089,0
785090,0
785091,0
785092,0
785093,0
785094,0
785095,0
785096,0
785097,0
785098,0
785099,0
785100,0
785101,1
785102,0
785103,0
785104,0
785105,0
785106,1
785107,1
785108,0
785109,0
785110,0
785111,0
785112,0
785113,0
785114,0
785115,0
785116,0
785117,0
785118,0
785119,0
785120,0
785121,0
785122,0
785123,0
785124,0
785125,0
785126,0
785127,0
785128,0
785129,0
785130,0
785131,0
785132,0
785133,0
785134,0
785135,0
785136,0
785137,0
785138,0
785139,0
785140,0
785141,0
785142,0
785143,0
785144,0
785145,0
785146,0
785147,0
785148,0
785149,0
785150,0
785151,0
785152,0
785153,0
785154,0
785155,1
785156,0
785157,1
785158,0
785159,0
785160,1
785161,0
785162,0
785163,0
785164,0
785165,0
785166,1
785167,0
785168,0
785169,0
785170,1
785171,0
785172,0
785173,0
785174,0
785175,0
785176,1
785177,0
785178,0
785179,0
785180,0
785181,0
785182,0
785183,0
785184,0
785185,0
785186,0
785187,0
785188,0
785189,0
785190,0
785191,0
785192,0
785193,1
785194,0
785195,0
785196,1
785197,0
785198,0
785199,1
785200,0
785201,0
785202,0
785203,0
785204,0
785205,0
785206,0
785207,0
785208,0
785209,0
785210,0
785211,0
785212,0
785213,0
785214,0
785215,0
785216,0
785217,0
785218,0
785219,0
785220,0
785221,0
785222,0
785223,0
785224,0
785225,0
785226,0
785227,0
785228,0
785229,0
785230,0
785231,0
785232,0
785233,0
785234,0
785235,0
785236,0
785237,0
785238,0
785239,0
785240,0
785241,0
785242,0
785243,0
785244,0
785245,0
785246,0
785247,0
785248,0
785249,0
785250,1
785251,0
785252,0
785253,1
785254,0
785255,0
785256,0
785257,0
785258,0
785259,0
785260,0
785261,0
785262,0
785263,0
785264,0
785265,0
785266,0
785267,0
785268,0
785269,0
785270,0
785271,0
785272,0
785273,0
785274,0
785275,0
785276,0
785277,0
785278,0
785279,0
785280,0
785281,0
785282,0
785283,0
785284,0
785285,0
785286,0
785287,0
785288,0
785289,0
785290,0
785291,0
785292,0
785293,0
785294,0
785295,0
785296,0
785297,0
785298,0
785299,0
785300,0
785301,0
785302,0
785303,0
785304,0
785305,0
785306,0
785307,0
785308,0
785309,0
785310,0
785311,0
785312,0
785313,0
785314,0
785315,0
785316,0
785317,0
785318,1
785319,0
785320,0
785321,0
785322,0
785323,0
785324,0
785325,0
785326,0
785327,0
785328,0
785329,0
785330,0
785331,0
785332,0
785333,0
785334,0
785335,0
785336,0
785337,0
785338,0
785339,0
785340,0
785341,0
785342,0
785343,0
785344,0
785345,0
785346,0
785347,0
785348,0
785349,1
785350,0
785351,0
785352,0
785353,0
785354,0
785355,0
785356,0
785357,0
785358,0
785359,0
785360,0
785361,0
785362,0
785363,0
785364,0
785365,0
785366,0
785367,0
785368,0
785369,0
785370,0
785371,1
785372,0
785373,0
785374,0
785375,0
785376,0
785377,0
785378,0
785379,0
785380,0
785381,0
785382,0
785383,0
785384,0
785385,0
785386,0
785387,0
785388,0
785389,1
785390,0
785391,0
785392,0
785393,0
785394,0
785395,0
785396,0
785397,0
785398,0
785399,0
785400,1
785401,0
785402,0
785403,1
785404,0
785405,0
785406,0
785407,1
785408,0
785409,0
785410,0
785411,0
785412,0
785413,0
785414,0
785415,0
785416,0
785417,0
785418,0
785419,0
785420,0
785421,1
785422,0
785423,0
785424,0
785425,0
785426,0
785427,0
785428,0
785429,0
785430,0
785431,0
785432,0
785433,0
785434,0
785435,0
785436,0
785437,0
785438,0
785439,0
785440,0
785441,0
785442,0
785443,0
785444,1
785445,0
785446,0
785447,0
785448,0
785449,0
785450,0
785451,0
785452,0
785453,0
785454,0
785455,0
785456,0
785457,0
785458,0
785459,0
785460,0
785461,0
785462,0
785463,0
785464,1
785465,0
785466,0
785467,0
785468,0
785469,0
785470,0
785471,0
785472,0
785473,0
785474,0
785475,0
785476,0
785477,0
785478,0
785479,0
785480,0
785481,0
785482,0
785483,0
785484,0
785485,0
785486,0
785487,0
785488,0
785489,0
785490,0
785491,0
785492,0
785493,0
785494,0
785495,0
785496,1
785497,0
785498,0
785499,0
785500,0
785501,0
785502,0
785503,0
785504,0
785505,0
785506,0
785507,1
785508,0
785509,0
785510,0
785511,0
785512,0
785513,0
785514,0
785515,0
785516,1
785517,0
785518,0
785519,0
785520,0
785521,0
785522,1
785523,0
785524,0
785525,0
785526,0
785527,0
785528,1
785529,0
785530,0
785531,0
785532,0
785533,0
785534,0
785535,0
785536,0
785537,0
785538,0
785539,0
785540,0
785541,0
785542,0
785543,0
785544,0
785545,0
785546,0
785547,0
785548,0
785549,0
785550,0
785551,1
785552,0
785553,0
785554,0
785555,0
785556,0
785557,0
785558,0
785559,0
785560,0
785561,0
785562,0
785563,0
785564,0
785565,0
785566,0
785567,0
785568,0
785569,0
785570,0
785571,0
785572,0
785573,0
785574,1
785575,0
785576,1
785577,0
785578,1
785579,1
785580,0
785581,0
785582,0
785583,0
785584,0
785585,0
785586,0
785587,0
785588,0
785589,0
785590,1
785591,0
785592,0
785593,0
785594,0
785595,0
785596,0
785597,0
785598,0
785599,0
785600,0
785601,0
785602,0
785603,0
785604,0
785605,0
785606,0
785607,0
785608,0
785609,0
785610,0
785611,0
785612,0
785613,0
785614,0
785615,0
785616,0
785617,0
785618,0
785619,0
785620,0
785621,0
785622,0
785623,0
785624,0
785625,1
785626,0
785627,0
785628,0
785629,0
785630,0
785631,0
785632,0
785633,0
785634,0
785635,0
785636,0
785637,1
785638,0
785639,0
785640,0
785641,0
785642,0
785643,0
785644,0
785645,0
785646,0
785647,0
785648,0
785649,1
785650,0
785651,0
785652,0
785653,0
785654,0
785655,0
785656,0
785657,0
785658,0
785659,0
785660,0
785661,0
785662,0
785663,0
785664,0
785665,0
785666,0
785667,0
785668,0
785669,0
785670,0
785671,0
785672,1
785673,0
785674,1
785675,0
785676,0
785677,0
785678,0
785679,0
785680,0
785681,0
785682,0
785683,0
785684,0
785685,0
785686,0
785687,0
785688,0
785689,0
785690,0
785691,0
785692,0
785693,0
785694,0
785695,0
785696,0
785697,0
785698,0
785699,0
785700,0
785701,0
785702,0
785703,0
785704,0
785705,0
785706,0
785707,0
785708,0
785709,0
785710,0
785711,0
785712,0
785713,0
785714,0
785715,0
785716,0
785717,0
785718,0
785719,0
785720,0
785721,0
785722,0
785723,0
785724,0
785725,0
785726,0
785727,0
785728,0
785729,0
785730,0
785731,0
785732,0
785733,0
785734,0
785735,0
785736,0
785737,1
785738,0
785739,0
785740,0
785741,0
785742,0
785743,0
785744,0
785745,1
785746,0
785747,1
785748,0
785749,0
785750,0
785751,0
785752,0
785753,0
785754,0
785755,1
785756,1
785757,0
785758,0
785759,0
785760,0
785761,0
785762,0
785763,0
785764,0
785765,1
785766,0
785767,0
785768,0
785769,0
785770,0
785771,0
785772,0
785773,0
785774,0
785775,0
785776,0
785777,0
785778,0
785779,0
785780,0
785781,0
785782,1
785783,0
785784,0
785785,0
785786,0
785787,1
785788,0
785789,0
785790,1
785791,0
785792,0
785793,0
785794,1
785795,0
785796,0
785797,1
785798,0
785799,0
785800,0
785801,0
785802,0
785803,1
785804,0
785805,0
785806,0
785807,0
785808,0
785809,0
785810,0
785811,0
785812,0
785813,0
785814,0
785815,1
785816,0
785817,0
785818,0
785819,0
785820,0
785821,0
785822,0
785823,0
785824,0
785825,0
785826,0
785827,0
785828,0
785829,0
785830,0
785831,0
785832,0
785833,0
785834,0
785835,0
785836,0
785837,0
785838,0
785839,0
785840,0
785841,0
785842,0
785843,0
785844,0
785845,0
785846,0
785847,0
785848,0
785849,0
785850,0
785851,0
785852,0
785853,0
785854,0
785855,0
785856,0
785857,0
785858,0
785859,0
785860,0
785861,0
785862,0
785863,0
785864,0
785865,0
785866,0
785867,0
785868,0
785869,0
785870,0
785871,0
785872,0
785873,0
785874,0
785875,0
785876,0
785877,0
785878,0
785879,0
785880,0
785881,0
785882,0
785883,0
785884,0
785885,0
785886,0
785887,0
785888,0
785889,0
785890,0
785891,0
785892,0
785893,0
785894,0
785895,0
785896,0
785897,0
785898,0
785899,0
785900,0
785901,0
785902,0
785903,0
785904,0
785905,0
785906,0
785907,1
785908,0
785909,0
785910,1
785911,0
785912,0
785913,0
785914,0
785915,0
785916,0
785917,0
785918,0
785919,0
785920,0
785921,0
785922,0
785923,0
785924,0
785925,0
785926,0
785927,0
785928,0
785929,0
785930,1
785931,0
785932,0
785933,0
785934,0
785935,0
785936,0
785937,0
785938,0
785939,0
785940,0
785941,0
785942,0
785943,1
785944,0
785945,0
785946,0
785947,1
785948,0
785949,0
785950,0
785951,0
785952,0
785953,0
785954,0
785955,0
785956,0
785957,0
785958,0
785959,0
785960,0
785961,0
785962,0
785963,0
785964,0
785965,0
785966,0
785967,0
785968,0
785969,0
785970,1
785971,0
785972,0
785973,0
785974,0
785975,0
785976,0
785977,0
785978,0
785979,0
785980,0
785981,0
785982,0
785983,0
785984,0
785985,0
785986,0
785987,0
785988,0
785989,0
785990,0
785991,0
785992,0
785993,0
785994,0
785995,0
785996,0
785997,0
785998,0
785999,0
786000,0
786001,0
786002,0
786003,0
786004,0
786005,0
786006,0
786007,0
786008,0
786009,0
786010,0
786011,0
786012,0
786013,0
786014,0
786015,0
786016,0
786017,0
786018,0
786019,0
786020,0
786021,0
786022,0
786023,0
786024,0
786025,0
786026,0
786027,0
786028,0
786029,0
786030,0
786031,0
786032,0
786033,0
786034,0
786035,0
786036,0
786037,0
786038,0
786039,0
786040,0
786041,0
786042,0
786043,0
786044,0
786045,0
786046,0
786047,0
786048,0
786049,0
786050,0
786051,0
786052,0
786053,0
786054,0
786055,0
786056,0
786057,0
786058,0
786059,0
786060,0
786061,0
786062,0
786063,0
786064,0
786065,0
786066,0
786067,0
786068,0
786069,0
786070,0
786071,0
786072,0
786073,0
786074,0
786075,0
786076,0
786077,0
786078,0
786079,0
786080,1
786081,0
786082,0
786083,0
786084,0
786085,0
786086,0
786087,0
786088,0
786089,0
786090,1
786091,0
786092,0
786093,0
786094,0
786095,0
786096,0
786097,0
786098,0
786099,0
786100,0
786101,0
786102,0
786103,0
786104,0
786105,0
786106,0
786107,0
786108,0
786109,0
786110,0
786111,0
786112,0
786113,0
786114,0
786115,0
786116,0
786117,0
786118,0
786119,0
786120,0
786121,0
786122,0
786123,0
786124,0
786125,0
786126,0
786127,0
786128,0
786129,0
786130,0
786131,0
786132,0
786133,0
786134,0
786135,0
786136,0
786137,0
786138,0
786139,0
786140,1
786141,0
786142,0
786143,0
786144,1
786145,0
786146,0
786147,0
786148,0
786149,0
786150,0
786151,0
786152,0
786153,0
786154,0
786155,0
786156,1
786157,0
786158,0
786159,0
786160,0
786161,0
786162,0
786163,0
786164,0
786165,0
786166,0
786167,0
786168,0
786169,0
786170,0
786171,0
786172,0
786173,0
786174,0
786175,0
786176,0
786177,0
786178,0
786179,0
786180,0
786181,0
786182,0
786183,0
786184,0
786185,0
786186,0
786187,0
786188,0
786189,0
786190,0
786191,0
786192,0
786193,0
786194,0
786195,0
786196,0
786197,0
786198,0
786199,0
786200,0
786201,0
786202,0
786203,0
786204,0
786205,0
786206,0
786207,0
786208,0
786209,0
786210,0
786211,0
786212,0
786213,0
786214,0
786215,0
786216,0
786217,0
786218,0
786219,0
786220,0
786221,0
786222,0
786223,0
786224,0
786225,0
786226,0
786227,0
786228,0
786229,0
786230,0
786231,0
786232,0
786233,0
786234,0
786235,0
786236,0
786237,0
786238,0
786239,0
786240,0
786241,0
786242,0
786243,0
786244,0
786245,0
786246,0
786247,0
786248,0
786249,0
786250,0
786251,0
786252,0
786253,0
786254,0
786255,0
786256,0
786257,0
786258,0
786259,0
786260,0
786261,0
786262,0
786263,0
786264,0
786265,0
786266,0
786267,0
786268,0
786269,0
786270,0
786271,0
786272,0
786273,0
786274,0
786275,0
786276,0
786277,0
786278,0
786279,0
786280,0
786281,0
786282,0
786283,0
786284,0
786285,0
786286,0
786287,0
786288,1
786289,1
786290,0
786291,0
786292,0
786293,1
786294,0
786295,0
786296,0
786297,0
786298,0
786299,0
786300,0
786301,0
786302,0
786303,0
786304,0
786305,0
786306,0
786307,0
786308,0
786309,0
786310,1
786311,0
786312,0
786313,0
786314,0
786315,0
786316,0
786317,0
786318,0
786319,0
786320,0
786321,0
786322,0
786323,0
786324,1
786325,0
786326,0
786327,0
786328,0
786329,0
786330,0
786331,0
786332,1
786333,0
786334,0
786335,0
786336,0
786337,0
786338,0
786339,0
786340,0
786341,0
786342,0
786343,0
786344,0
786345,0
786346,0
786347,0
786348,0
786349,0
786350,0
786351,0
786352,0
786353,0
786354,1
786355,0
786356,0
786357,0
786358,0
786359,0
786360,1
786361,1
786362,0
786363,0
786364,0
786365,0
786366,0
786367,0
786368,0
786369,0
786370,0
786371,0
786372,0
786373,0
786374,0
786375,0
786376,0
786377,0
786378,0
786379,0
786380,0
786381,0
786382,0
786383,0
786384,0
786385,0
786386,0
786387,0
786388,0
786389,0
786390,0
786391,0
786392,0
786393,0
786394,0
786395,0
786396,1
786397,0
786398,0
786399,0
786400,0
786401,0
786402,0
786403,0
786404,0
786405,0
786406,0
786407,1
786408,0
786409,0
786410,0
786411,0
786412,0
786413,0
786414,0
786415,0
786416,0
786417,0
786418,0
786419,0
786420,0
786421,0
786422,0
786423,0
786424,0
786425,0
786426,0
786427,0
786428,0
786429,0
786430,0
786431,0
786432,0
786433,1
786434,0
786435,0
786436,0
786437,0
786438,0
786439,0
786440,0
786441,0
786442,0
786443,0
786444,1
786445,0
786446,0
786447,0
786448,0
786449,0
786450,1
786451,0
786452,0
786453,0
786454,1
786455,1
786456,0
786457,0
786458,0
786459,0
786460,0
786461,0
786462,0
786463,0
786464,1
786465,0
786466,1
786467,0
786468,0
786469,0
786470,0
786471,0
786472,0
786473,0
786474,0
786475,0
786476,0
786477,0
786478,0
786479,0
786480,0
786481,0
786482,0
786483,0
786484,0
786485,0
786486,0
786487,0
786488,0
786489,0
786490,0
786491,0
786492,0
786493,0
786494,1
786495,0
786496,1
786497,0
786498,0
786499,0
786500,0
786501,0
786502,0
786503,0
786504,1
786505,0
786506,0
786507,0
786508,0
786509,0
786510,1
786511,0
786512,0
786513,0
786514,0
786515,0
786516,0
786517,0
786518,0
786519,0
786520,0
786521,0
786522,0
786523,0
786524,0
786525,1
786526,0
786527,0
786528,0
786529,0
786530,0
786531,0
786532,0
786533,0
786534,0
786535,1
786536,1
786537,1
786538,1
786539,0
786540,0
786541,0
786542,0
786543,1
786544,1
786545,0
786546,0
786547,0
786548,0
786549,0
786550,1
786551,0
786552,1
786553,0
786554,0
786555,0
786556,1
786557,1
786558,0
786559,0
786560,0
786561,0
786562,0
786563,0
786564,0
786565,0
786566,0
786567,0
786568,0
786569,0
786570,0
786571,0
786572,0
786573,0
786574,0
786575,0
786576,0
786577,0
786578,0
786579,0
786580,0
786581,0
786582,0
786583,0
786584,0
786585,0
786586,0
786587,0
786588,0
786589,0
786590,0
786591,0
786592,0
786593,1
786594,0
786595,1
786596,0
786597,0
786598,0
786599,0
786600,0
786601,0
786602,0
786603,0
786604,0
786605,0
786606,0
786607,0
786608,0
786609,0
786610,0
786611,0
786612,1
786613,0
786614,0
786615,0
786616,0
786617,0
786618,0
786619,0
786620,0
786621,0
786622,0
786623,0
786624,0
786625,0
786626,0
786627,0
786628,0
786629,0
786630,0
786631,0
786632,0
786633,0
786634,0
786635,0
786636,0
786637,0
786638,0
786639,0
786640,0
786641,0
786642,0
786643,0
786644,1
786645,0
786646,0
786647,1
786648,0
786649,0
786650,0
786651,0
786652,0
786653,0
786654,0
786655,0
786656,0
786657,0
786658,0
786659,0
786660,0
786661,0
786662,0
786663,0
786664,0
786665,0
786666,0
786667,1
786668,0
786669,0
786670,0
786671,0
786672,0
786673,0
786674,0
786675,0
786676,0
786677,1
786678,0
786679,0
786680,0
786681,0
786682,0
786683,0
786684,0
786685,0
786686,0
786687,0
786688,0
786689,0
786690,0
786691,0
786692,0
786693,0
786694,0
786695,0
786696,0
786697,0
786698,0
786699,0
786700,0
786701,0
786702,0
786703,0
786704,1
786705,0
786706,0
786707,0
786708,1
786709,0
786710,0
786711,0
786712,0
786713,0
786714,0
786715,0
786716,0
786717,0
786718,0
786719,0
786720,0
786721,0
786722,0
786723,0
786724,0
786725,0
786726,0
786727,1
786728,0
786729,0
786730,0
786731,0
786732,1
786733,0
786734,0
786735,0
786736,1
786737,1
786738,0
786739,0
786740,0
786741,0
786742,0
786743,0
786744,0
786745,0
786746,0
786747,0
786748,0
786749,0
786750,0
786751,1
786752,0
786753,0
786754,0
786755,0
786756,1
786757,0
786758,0
786759,0
786760,0
786761,0
786762,0
786763,0
786764,0
786765,1
786766,0
786767,0
786768,0
786769,0
786770,0
786771,0
786772,0
786773,0
786774,1
786775,0
786776,0
786777,1
786778,0
786779,0
786780,0
786781,0
786782,0
786783,0
786784,0
786785,1
786786,0
786787,0
786788,0
786789,0
786790,0
786791,0
786792,0
786793,1
786794,0
786795,0
786796,0
